0.505051 	0.00562644 	0.000923837 	-2.83515e-24
0.515152 	0.0165896 	0.00272395 	-8.35949e-24
0.525253 	0.0275528 	0.00452405 	-1.38838e-23
0.535354 	0.0382545 	0.00615393 	-2.62693e-23
0.545455 	0.0488273 	0.00769994 	-4.20351e-23
0.555556 	0.0539601 	0.00835221 	-5.07164e-23
0.565657 	0.054828 	0.00830384 	-5.3844e-23
0.575758 	0.055696 	0.00825547 	-5.69715e-23
0.585859 	0.0567364 	0.008259 	-5.29817e-23
0.59596 	0.057974 	0.00832189 	-4.0853e-23
0.606061 	0.0583557 	0.00838568 	-5.26268e-23
0.616162 	0.057993 	0.00845026 	-8.51874e-23
0.626263 	0.0576304 	0.00851484 	-1.17748e-22
0.636364 	0.0572795 	0.00858467 	-1.4426e-22
0.646465 	0.0569634 	0.00867018 	-1.52686e-22
0.656566 	0.0567195 	0.00870302 	-1.39157e-22
0.666667 	0.0565696 	0.00866734 	-9.70673e-23
0.676768 	0.0564196 	0.00863166 	-5.49781e-23
0.686869 	0.0562696 	0.00859616 	-1.32444e-23
0.69697 	0.0561146 	0.00858192 	-1.51315e-23
0.707071 	0.0559712 	0.00856933 	-9.97176e-24
0.717172 	0.0558613 	0.00856142 	1.54077e-23
0.727273 	0.0557514 	0.00855352 	4.07872e-23
0.737374 	0.0556414 	0.00854561 	6.61666e-23
0.747475 	0.0555443 	0.00855409 	8.55138e-23
0.757576 	0.0554518 	0.00856833 	1.02459e-22
0.767677 	0.0553309 	0.0085131 	8.86021e-23
0.777778 	0.0552101 	0.00845787 	7.47457e-23
0.787879 	0.0550893 	0.00840264 	6.08893e-23
0.79798 	0.0549765 	0.00835805 	4.20764e-23
0.808081 	0.0548756 	0.00832916 	1.59412e-23
0.818182 	0.0547477 	0.00826737 	2.05475e-23
0.828283 	0.0546067 	0.00818959 	4.01029e-23
0.838384 	0.0544657 	0.00811181 	5.96584e-23
0.848485 	0.0543251 	0.00803465 	7.88505e-23
0.858586 	0.0541997 	0.0079794 	8.52429e-23
0.868687 	0.0540683 	0.00791417 	8.33736e-23
0.878788 	0.0539201 	0.00782063 	5.80785e-23
0.888889 	0.0537719 	0.0077271 	3.27835e-23
0.89899 	0.0536237 	0.00763356 	7.48841e-24
0.909091 	0.053481 	0.00755155 	1.52057e-23
0.919192 	0.053342 	0.0074774 	4.53772e-23
0.929293 	0.0532011 	0.00738414 	4.56383e-23
0.939394 	0.0530597 	0.00728509 	3.68319e-23
0.949495 	0.0529183 	0.00718603 	2.80255e-23
0.959596 	0.0527772 	0.00708857 	2.04501e-23
0.969697 	0.0526388 	0.00700501 	2.36847e-23
0.979798 	0.0525031 	0.0069188 	1.27557e-23
0.989899 	0.0523788 	0.00682141 	-5.79915e-23
1 	0.0522544 	0.00672402 	-1.28739e-22
