0.505051 	0.00871686 	0.00134179 	-3.24823e-23
0.515152 	0.0260479 	0.00400956 	-9.70645e-23
0.525253 	0.0387476 	0.00589671 	-6.89785e-23
0.535354 	0.0449804 	0.00686699 	-1.09669e-24
0.545455 	0.0502076 	0.00767291 	1.75698e-23
0.555556 	0.0507216 	0.00772165 	1.11075e-22
0.565657 	0.0512748 	0.00777309 	1.92896e-22
0.575758 	0.0509705 	0.00767414 	1.88462e-22
0.585859 	0.0506663 	0.00757519 	1.84027e-22
0.59596 	0.0505346 	0.00755035 	1.33253e-22
0.606061 	0.0504473 	0.00754532 	6.56408e-23
0.616162 	0.0504288 	0.00754972 	2.60734e-23
0.626263 	0.0504677 	0.0075627 	8.51378e-24
0.636364 	0.050515 	0.00757423 	1.76451e-25
0.646465 	0.0505894 	0.00758632 	-1.97741e-23
0.656566 	0.0506637 	0.00759841 	-3.97247e-23
0.666667 	0.0507387 	0.00760326 	-3.11414e-23
0.676768 	0.0508151 	0.00760998 	-7.75956e-24
0.686869 	0.0508816 	0.007609 	1.15318e-24
0.69697 	0.0509441 	0.00760795 	4.1248e-23
0.707071 	0.0510008 	0.0076031 	7.99852e-23
0.717172 	0.0510369 	0.00759021 	4.18674e-23
0.727273 	0.0510745 	0.00757952 	-1.41102e-23
0.737374 	0.0510826 	0.00755476 	-4.40243e-23
0.747475 	0.0510859 	0.00753231 	-6.97928e-23
0.757576 	0.0510745 	0.00750191 	-9.39442e-23
0.767677 	0.0510355 	0.00746361 	-6.53929e-23
0.777778 	0.0509981 	0.00742741 	-2.77811e-23
0.787879 	0.0509224 	0.00737294 	-1.35468e-23
0.79798 	0.0508423 	0.00732198 	3.0561e-24
0.808081 	0.0507508 	0.00726399 	1.55659e-23
0.818182 	0.0506317 	0.00719654 	5.76668e-24
0.828283 	0.0505142 	0.00713205 	-6.77986e-24
0.838384 	0.0503776 	0.00705511 	1.26343e-23
0.848485 	0.0502348 	0.00698105 	2.06336e-23
0.858586 	0.0500912 	0.00690602 	2.62234e-23
0.868687 	0.0499374 	0.00682347 	1.73245e-23
0.878788 	0.0497839 	0.00674527 	2.17248e-23
0.888889 	0.0496315 	0.00666311 	1.85095e-23
0.89899 	0.0494792 	0.00658546 	1.47446e-23
0.909091 	0.0493268 	0.0065078 	1.09796e-23
0.919192 	0.049181 	0.006429 	3.38602e-23
0.929293 	0.0490363 	0.00635454 	6.91168e-23
0.939394 	0.0488916 	0.00628009 	1.04374e-22
0.949495 	0.0487571 	0.00620681 	1.19904e-22
0.959596 	0.0486219 	0.0061364 	1.35608e-22
0.969697 	0.0484892 	0.00606509 	1.49913e-22
0.979798 	0.0483633 	0.00599827 	1.21499e-22
0.989899 	0.0482373 	0.00593185 	9.12879e-23
1 	0.0481149 	0.00586542 	5.5571e-23
